"dxhy.name","force.mean","torque.mean","force.median","torque.median","force.sd","torque.sd","force.max","torque.max","force.skewness","torque.skewness","force.kurtosis","torque.kurtosis","force.IQR","torque.IQR","force.coefficient_of_variation","torque.coefficient_of_variation","spearman.correlation","pearson.correlation","spectral_density.df","spectral_density.bandwidth","dual.gini","force.gini","torque.gini","force.autocorr.mean","force.autocorr.sd","torque.autocorr.mean","torque.autocorr.sd"
"d2h1",209.446324403846,14.9405201057692,238.7687,17.28676,100.734766243496,7.92200674252425,355.8082,355.8082,-0.875648399821743,-0.485932654112836,2.56640715574607,1.96315857620135,120.390825,12.7157455,48.0957431600772,53.0236342941314,0.792630621000023,0.784226562312206,1.72523529013474,0.00133645895645747,0.569947757430418,0.260974955777383,0.29824355281475,0.659049339362525,0.220303982140549,0.690147336255012,0.202993800182804
"d2h2",227.053638756219,16.6202340497512,268.8206,19.94627,110.664101507068,8.48683706334626,355.8082,355.8082,-0.934183996023287,-0.692402677425916,2.51200921862302,2.03201622635802,139.0809,14.294823,48.7391887279487,51.0632824901361,0.806970846165025,0.815946124012369,1.66717448710136,0.00133645895645747,0.568157257456201,0.261161893396302,0.280350667640272,0.66031646930389,0.220453853776276,0.671728005493496,0.217025408278599
"d2h3",233.202789843902,16.9900018780488,283.5631,20.61114,121.499486671791,8.82135769548307,396.9428,396.9428,-0.786221562385795,-0.623800078109359,2.26200613127458,1.9046273482363,171.7329,15.292133,52.1003572697899,51.9208753406928,0.841734884609618,0.843743828281723,1.70035208883472,0.00133645895645747,0.580376513283714,0.284145600931338,0.287209379559449,0.690019534992564,0.205729883188166,0.702808669363794,0.197576903315054
"d2h4",242.800857346535,17.6340132772277,282.429,21.60845,125.128230177328,8.95741189071494,408.2654,408.2654,-0.710736049215152,-0.696013304289805,2.2409710632536,1.94862433403942,176.661225,15.707684,51.5353329246034,50.79621836444,0.854353285612098,0.855579608884842,1.6754688875347,0.00133645895645747,0.57957537041001,0.284949610943985,0.277372343450865,0.691340053226157,0.203017147062613,0.701359083195495,0.199646038610491
"d2h5",235.531259072816,17.141523868932,272.78975,20.2787,123.778977603206,9.04974099342978,392.8293,392.8293,-0.713388410680334,-0.616743298017064,2.17607081563774,1.83196553610868,191.145325,16.5387765,52.553099784067,52.7942618324143,0.880947736720273,0.876757030365747,1.70864648926806,0.00133645895645747,0.582802693494228,0.290086138961126,0.290673506216265,0.710862704354234,0.190592618593128,0.71535732097442,0.191425937308514
"d2h6",240.854410495098,17.5018705980392,276.75885,20.61114,125.112334036622,8.93769699845022,394.2005,394.2005,-0.720447466382308,-0.664823387005191,2.18944067400066,1.93549749202814,191.273225,15.541464,51.9452119558211,51.0670956477734,0.867028123079141,0.860761572825622,1.69205768840138,0.00133645895645747,0.5807131807491,0.286705019370413,0.280488008957846,0.70491553535681,0.194396587499177,0.713725403393436,0.188715433186928
"d2h7",246.8545439375,17.9372549134615,286.9652,21.94089,134.83097872401,9.54915188434821,425.3517,425.3517,-0.599969167643016,-0.594619643112037,2.03175134759252,1.78678304946458,224.3929,17.286768,54.6196057700066,53.2364173359758,0.880012617534768,0.87860396818818,1.72523529013474,0.00133645895645747,0.59002478587428,0.304997227865841,0.293299216525204,0.732684602188289,0.178296499824548,0.730382350731494,0.184902090049578
"d2h8",239.665305981221,17.8267802676056,276.7589,21.94089,133.447646230822,9.83666187102914,412.537,412.537,-0.587164999069884,-0.529084935613148,1.98296366543741,1.70618110974645,225.9454,18.284074,55.6808361078672,55.1791278254776,0.883825910854856,0.878897208844997,1.76670729230144,0.00133645895645747,0.59217431236853,0.310843211743326,0.305886100039227,0.748042450566165,0.166875885728818,0.746148583599687,0.173085663609432
"d2h9",246.236699385714,18.5088680428571,289.2332,22.77199,133.149810941863,10.0479813601876,413.9608,413.9608,-0.645050262907371,-0.581550408842804,2.05520381976652,1.75993867002038,218.9722,18.782735,54.0739098899682,54.2873898982997,0.865279374475777,0.868746561834102,1.74182409100142,0.00133645895645747,0.585931136400377,0.300291434457539,0.299249797107146,0.731482225907588,0.177252124479484,0.736991010189272,0.180772641938924
"d2h10",250.296508542857,19.3510438,292.06835,23.93552,136.57886094644,10.4624571840981,432.4709,432.4709,-0.573635676607836,-0.547719369230392,2.01768462568356,1.75200854574487,221.123325,19.281388,54.5668262580074,54.0666296466041,0.886357060319377,0.880475553841154,1.74182409100142,0.00133645895645747,0.586550522669793,0.305569157851521,0.299668103761956,0.738168596325401,0.173303018246615,0.740839455314459,0.17756941234873
"d2h11",250.588397550459,19.1990433394495,290.9343,24.26796,141.617678174277,10.5181413972715,438.1663,438.1663,-0.549244209589158,-0.503170984138844,1.93358539954418,1.63558788936983,242.02605,19.8631545,56.5140603310498,54.7847161512428,0.911663942202928,0.9145186909353,1.73585212268942,0.00128300059819917,0.592778776951289,0.316545492179106,0.302794552749318,0.767376690658798,0.154671357628169,0.760945879732673,0.162285231092384
"d2h12",236.846884414938,18.7792850124481,259.7483,22.93821,161.604057513475,11.5998912761494,470.9149,470.9149,-0.274379365203394,-0.268786802655029,1.60711897047812,1.41768955938562,324.1846,23.603086,68.2314474655945,61.7696108688922,0.909902910520851,0.922941509336138,1.77684489283108,0.00118796351685108,0.63099730683467,0.386883027005954,0.345156650423232,0.839532993453357,0.109401534130903,0.814447272520626,0.125245566198516
