Drillbit,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,RUL
d5h1,0.332443333,2.7703,4.838822222,6.537966667,8.901944444,11.19211111,12.74344444,14.22088889,14.99655556,15.43988889,16.47388889,16.62166667,16.548,17.87777778,18.09955556,18.83811111,21.16533333,23.049,23.64022222,21.79311111,15.88311111,7.609066667,3.582944444,0.554067778,0,0,41.72588889,135.7292222,194.45,188.7077778,188.2088889,194.6888889,204.3322222,220.5866667,249.1877778,257.2522222,262.6711111,273.1277778,280.1866667,283.7144444,294.0333333,305.3033333,306.8533333,336.9822222,321.8088889,249.5666667,157.1877778,79.16144444,24.58633333,7.446788889,0.591011111,0,18
d5h2,0.290885,2.45173875,6.066975,10.5549875,13.13125,16.580375,18.99075,19.946375,19.987875,20.611,21.85775,22.52275,22.647375,21.733125,23.4785,24.475875,25.22375,26.138,25.971625,22.89675,17.743875,12.3003375,4.4879125,1.994625,0,0,30.319225,109.24725,208.08125,232.11375,263.3025,261.45625,278.89375,293.2125,295.19625,299.65,306.06875,308.63,321.4425,326.24125,328.46875,367.03375,388.6325,376.8025,369.26125,308.5225,213.31875,130.887875,58.2445,17.55325,6.5159125,0,17
d5h3,0.124665,2.53485,6.0254375,10.63815,13.547,16.91275,18.49175,20.36175,20.445,21.3175,22.023875,22.730625,23.68625,24.06025,24.84975,24.6835,24.6835,26.1795,26.927375,22.56425,18.409,11.8849125,6.357875,2.8257125,1.9530625,0,30.0533125,110.382625,210.04875,229.4225,260.74875,270.6725,287.11375,296.56875,301.74,308.00125,308.6,329.32875,346.295,356.58,375.605,398.23875,402.0975,403.6925,395.1475,322.92,224.7775,140.22875,69.414875,23.936125,11.3031,2.9255375,16
d5h4,0.33243875,2.7426125,6.4825375,11.1367,14.170375,17.827,18.741125,19.697,20.36175,21.276,23.187375,23.72775,24.93275,25.9715,26.179625,25.556125,26.345625,26.055,28.007875,24.3095,18.367125,12.67425,5.6098875,2.2024,1.37131375,0,31.7821,111.467375,203.96875,227.72125,255.22125,260.18125,285.88875,292.835,302.21375,298.44375,309.8275,327.6125,344.40875,364.80625,375.78,399.835,408.49125,408.005,387.4275,310.43375,221.2225,141.0675,71.822625,21.409625,11.968125,3.45745,15
d5h5,0.4571025,2.99195,6.7734125,11.0952125,15.333625,18.03475,19.406,20.32025,21.525375,22.27325,22.979875,24.018625,24.84975,25.556125,25.26525,25.8055,25.63925,27.46775,28.25725,23.811,17.95175,12.1340875,6.0669875,3.1997125,2.03618875,0,34.973375,114.678375,208.19875,227.29625,255.22125,265.28625,287.01375,304.585,309.34375,316.64375,327.7825,347.49375,377.48625,390,409.90625,415.24625,411.15875,418.27,389.99625,309.8225,219.2525,140.085,71.689625,23.138125,11.3032,4.1223,14
d5h6,0.374,3.0335,6.8565375,11.1782375,14.585625,17.743875,20.071,20.777375,21.89925,23.021375,23.686125,24.766625,26.63675,26.678,27.259875,26.802875,26.387125,28.049375,27.7585,24.184875,18.616375,12.5910875,5.5267875,2.9919375,2.451725,0,39.494625,123.378375,215.97,229.8475,258.1975,263.72625,291.79375,304.99,311.50125,319.72875,331.3825,353.32,380.4025,397.60125,410.44,430.73125,414.355,419.51625,393.4325,314.15125,219.54375,137.985,71.5425,26.06375,15.0265625,5.186175,13
d5h7,0.41555,0.78953875,3.15815,6.773425,11.344425,14.585625,18.117875,19.530875,20.985,21.65,21.48375,22.772125,24.01875,23.894,24.974375,27.093625,26.844125,26.51175,27.467625,27.592375,24.725125,18.949,13.089725,5.7345375,3.07505,1.9946375,37.367,115.432875,207.20875,224.745,251.39375,256.2125,280.87875,297.655,309.78875,309.1025,318.87375,340.2975,351.09375,361.0325,394.57375,406.895,414,425.035,406.15625,317.7675,224.89,149.05625,79.3265,29.388,16.88825,8.111575,12
d5h8,0.33243875,2.53485125,6.19165,11.09515,14.95975,17.827,19.987875,22.397875,21.732875,23.4785,23.894,24.351,26.387375,26.137875,27.92475,27.50925,27.8415,28.008,27.9665,24.18475,19.7385,13.58825,8.80965,3.615275,2.86725,0.2908875,32.579825,107.9665,207.64,222.9025,254.22875,259.7575,285.63625,308.085,319.04375,316.12875,330.52625,355.8925,379.545,395.01875,404.265,413.64375,420.05,416.31375,408.63375,320.38375,232.965,163.49625,94.171375,42.15425,18.08525,8.64365,11
d5h9,0.24932875,2.57640125,6.3163,10.9705375,14.253125,18.36725,20.5695,22.52275,23.72775,23.64475,24.683625,24.351125,25.639375,26.844375,27.59225,27.426125,27.13525,28.174125,27.3015,23.062875,19.15675,13.6715875,6.8565375,3.3659375,2.6595,1.2466375,38.696875,114.943125,212.2975,225.17,254.37,257.34625,289.8625,314.76,325.55625,328.47,342.1825,371.6625,382.975,395.33,419.16125,435.18,428.06,430.3725,423.10375,326.28625,238.91875,168.54,97.188125,42.55325,19.41475,8.643675,10
d5h10,0.480194444,3.472122222,7.719933333,13.37155556,17.17588889,21.09122222,23.64011111,24.60044444,24.822,26.041,26.41033333,27.223,28.77444444,28.14622222,27.51844444,28.70066667,27.99866667,23.75077778,18.17322222,11.08121111,4.432511111,2.585622222,1.329766667,0.258563333,0,0,32.86053333,120.6598889,209.0088889,226.6322222,257.6311111,272.6944444,313.71,322.6611111,326.3177778,351.9122222,381.4688889,394.1288889,414.7711111,434.23,428.5344444,431.6977778,415.15,344.3577778,248.1811111,158.3077778,72.15511111,24.35,14.53886667,4.609933333,0.472811111,0,9
d5h11,0.295501111,3.324377778,7.830811111,13.11288889,17.28677778,23.63977778,25.30222222,25.52388889,25.893,27.55522222,26.96444444,27.59222222,28.55277778,29.47611111,28.29411111,29.03288889,29.29133333,25.26533333,20.61111111,12.63255556,7.018144444,2.585633333,1.736078889,0.591002222,0,0,42.19855556,136.5217778,215.7966667,234.5722222,265.9455556,287.3766667,337.1355556,360.9022222,372.6333333,389.2377778,413.98,426.4766667,454.6366667,474.4144444,479.6355556,470.46,465.8711111,397.9911111,296.5488889,200.0588889,107.4918889,41.84411111,20.44911111,9.338033333,1.891255556,0,8
d5h12,0.332443333,3.176644444,7.387511111,13.11256667,16.84355556,24.74811111,26.706,27.59244444,28.47888889,27.88788889,29.47622222,29.661,30.47344444,30.62111111,30.36277778,31.65544444,30.69511111,28.47877778,21.46066667,14.59033333,8.938855556,3.730677778,2.622566667,1.44058,0.591,0,27.65958889,113.5104444,211.5366667,230.9177778,266.8277778,283.0355556,345.3633333,372.9377778,385.7344444,403.3266667,431.6966667,454.7977778,472.8311111,495.4866667,495.8077778,500.5977778,482.4833333,409.9566667,308.8866667,220.6111111,128.2337778,50.47277778,22.104,13.47514444,5.200944444,1.418455556,7
d5h13,0.332443333,2.991933333,7.128955556,12.55871111,16.10477778,23.89855556,27.40755556,27.99866667,28.58977778,29.10688889,29.95622222,29.18077778,29.88255556,30.54744444,29.18088889,30.62111111,31.24922222,27.888,22.56888889,15.95711111,10.01008889,4.6172,2.991922222,1.514446667,0.147755556,0,20.56034444,104.5366667,205.0188889,226.8877778,262.0411111,272.5,332.8711111,368.3655556,392.78,424.1033333,444.9877778,456.38,461.2822222,477.8933333,479.4777778,489.8133333,485.4911111,420.0555556,325.2011111,234.0733333,139.5028889,58.74711111,23.04955556,13.7114,4.964555556,0.1182,6
d5h14,0.849576667,3.989255556,8.274055556,12.96511111,17.43444444,25.08055556,27.92488889,28.03555556,28.66344444,29.69777778,30.21488889,29.91933333,30.25166667,30.73211111,30.06733333,31.76644444,31.24922222,26.74288889,21.239,15.32911111,9.1605,4.506388889,2.918066667,1.625277778,0.849563333,0.073875556,35.22463333,127.4174444,214.29,229.7844444,258.6366667,285.6588889,349.3211111,378.88,398.7944444,426.4788889,447.36,459.3844444,473.3044444,491.3722222,490.2544444,502.8588889,493.8055556,390.8977778,298.12,219.86,127.2694444,55.55555556,23.99533333,15.72106667,5.555544444,2.4823,5
d5h15,0.184687778,3.065822222,7.018133333,12.7066,15.88322222,23.75088889,28.10933333,28.55277778,29.06977778,30.28888889,30.25177778,30.80588889,31.21222222,31.32311111,30.51033333,31.249,32.13566667,29.66077778,24.04644444,16.69588889,10.89654444,5.6145,3.435177778,1.920777778,0.443266667,0,22.2222,108.9055556,211.0544444,226.5077778,261.5366667,273.5055556,341.8577778,390.6688889,421.1011111,439.6088889,454.6388889,476.1533333,480.11,485.33,480.9,497.0911111,499.4666667,431.5111111,315.2633333,225.5188889,140.6376667,60.402,24.94088889,15.24816667,5.673755556,0.591011111,4
d5h16,0.627938889,1.440577778,4.432488889,8.458655556,13.99933333,18.57955556,26.26255556,29.25455556,29.62388889,30.91666667,30.84277778,31.21222222,31.24911111,31.951,32.39411111,31.65544444,33.133,31.06455556,27.77711111,22.421,16.40033333,10.56423333,5.725322222,3.6199,2.031566667,0.295511111,40.30742222,128.3046667,210.1444444,229.28,264.0555556,294.52,357.3977778,411.4066667,443.4055556,455.9033333,464.4455556,480.1088889,490.73,494.8311111,493.61,501.3822222,475.2066667,393.8533333,300.8122222,228.7933333,127.787,56.26477778,20.33088889,11.70214444,3.191477778,0.2364,3
d5h17,0.591002222,0.997326667,3.435188889,7.609133333,13.076,17.213,24.34166667,28.81133333,30.215,30.62111111,31.65544444,32.43122222,31.397,32.72655556,32.468,32.43111111,32.83755556,33.724,29.69788889,24.785,18.94911111,12.18952222,7.941577778,3.915388889,2.400933333,1.218966667,27.30493333,113.9446667,209.0288889,227.5166667,260.5288889,282.93,363.1855556,413.3955556,445.1477778,462.7066667,488.1777778,492.8144444,493.9355556,517.8722222,515.9477778,522.4088889,507.7533333,451.0077778,351.3033333,268.9411111,170.3066667,87.081,36.17033333,15.13,7.210411111,2.600488889,2
d5h18,0.591002222,1.29281,4.321688889,8.458644444,13.99922222,18.09955556,26.15177778,29.69766667,31.21222222,33.20688889,34.13033333,34.315,34.75822222,35.75555556,35.71866667,34.86911111,33.94566667,35.46,31.32311111,25.85622222,19.05977778,13.88866667,10.78572222,5.873066667,3.915377778,2.105444444,41.96222222,126.3685556,209.2577778,230.0366667,261.5366667,290.9533333,374.9688889,443.88,485.33,496.4288889,524.1933333,531.4855556,541.6933333,551.7422222,550.4455556,532.7811111,521.4366667,457.1711111,363.9933333,286.0177778,189.6711111,112.2324444,55.55544444,17.13933333,8.628766667,2.009455556,1
d5h19,1.427547059,6.374982353,15.46817647,27.39670588,35.90323529,40.18588235,44.80082353,58.29388235,71.45441176,80.07823529,74.46594118,54.36341176,47.01058824,43.29517647,44.60535294,48.61417647,47.67541176,50.29588235,49.65058824,52.34929412,52.27094118,53.60076471,50.35447059,50.82382353,27.78797647,0.293325882,79.25723529,211.6117647,264.1011765,412.38,542.3905882,586.6682353,631.5882353,699.2582353,707.1858824,587.8688235,383.8058824,234.2941176,276.34,346.1511765,459.0758824,508.2664706,458.6717647,468.0276471,465.7641176,431.8947059,371.4705882,367.5629412,307.9523529,289.2741176,102.4847059,0.563205882,0
d6h1,0.604433636,0.755546364,3.294172727,5.742127273,8.280727273,10.27540909,11.63527273,11.69572727,11.87709091,12.08872727,11.90745455,11.66527273,12.26990909,12.02809091,11.72600909,12.48154545,12.39090909,13.63018182,14.597,15.89654545,20.188,23.45181818,19.25127273,10.91004545,3.173263636,0.543991818,24.27478182,128.8718182,206.2918182,205.9818182,207.2172727,210.2090909,210.93,214.0227273,214.6409091,215.4654545,218.4563636,221.0336364,219.0736364,221.4445455,221.8581818,219.1790909,218.4563636,232.9909091,249.5872727,256.29,256.9081818,219.0836364,130.8515455,46.61518182,10.44485455,1.547390909,17
d6h2,0.41555,0.78954,2.3686375,5.5267875,9.5574875,13.297625,16.08175,17.744,18.6995,19.946125,20.61125,20.77725,20.652625,22.356375,21.6085,22.97975,23.811,23.7695,26.303875,27.176875,23.76925,20.652625,15.209125,8.311,4.2385875,2.24395,32.579975,107.419,217.42375,247.7075,278.04375,291.7925,295.48,300.3,314.08375,318.70125,328.9825,331.9,351.7775,351.94875,369.09125,378.345,398.32625,393.08625,361.3775,301.99375,215.7325,151.02,84.13525,29.521,11.3031375,4.3883125,16
d6h3,0.70643875,2.6595125,5.5683375,10.014675,13.754625,16.912875,18.49175,20.8605,22.896625,23.72775,24.6835,24.808125,25.847125,25.4315,26.42875,26.9275,27.259875,26.80275,28.25725,24.891375,19.7385,14.585625,7.812325,3.4905875,2.2024,0.7895625,39.6276875,125.23425,223.34125,240.0525,280.87875,290.09375,312.34625,328.2975,350.9225,362.23375,366.5175,372.86125,397.88375,406.19125,414.88625,425.92375,436.42625,431.085,398.63375,321.76125,219.115,144.85375,79.95675,30.05325,13.829625,5.984025,15
d6h4,0.207775,1.0804325,2.784175,5.942325,10.1393625,13.505375,17.577875,19.86325,21.691375,22.27325,23.021125,24.6835,25.182125,26.304125,25.59775,25.88875,25.764,26.17975,26.886,28.921875,26.262625,20.27875,14.17025,8.103225,5.11125,3.241275,38.69675,114.922125,222.075,240.055,273.93125,285.9825,310.60125,334.125,356.75,358.97875,368.405,389.21875,404.05125,421.1175,425.74625,451.02125,450.12875,454.22125,409.30625,338.3575,231.98375,151.3,83.582125,35.638375,16.6225,6.38295,14
d6h5,0.4986575,1.03887125,2.7841625,5.859225,10.3056375,14.752,17.619375,19.82175,21.858,22.855375,23.229125,24.642,26.262625,26.05475,26.179375,25.971625,26.553375,26.76125,27.800125,28.049375,25.764,20.362,13.671625,8.43555,4.8619125,3.7399125,37.5,112.790125,213.31125,239.06125,274.63875,286.8325,306.59625,331.2125,352.8075,369.77625,372.345,395.15125,409.06125,437.4925,432.15375,438.38125,447.99375,452.62125,410.94625,353.3325,250.25875,160.97125,88.043125,35.904375,15.9575,6.38295,13
d6h6,0.623325,2.24396375,5.3605625,9.68215,13.754625,17.536125,19.78025,20.943625,22.190375,22.8135,23.3955,24.184875,24.226375,25.348375,25.8885,26.4285,27.717,28.00775,28.58975,26.221,21.234625,13.96225,8.0616,4.73725,3.1166125,1.2882125,31.5159625,102.928625,211.2,237.645,270.955,285.415,302.74125,331.55625,350.40625,360.52,362.40375,371.83375,396.39625,414.17625,420.22625,442.47625,465.97125,448.17125,422.37375,355.8925,259.80625,172.0575,100.12075,46.276625,21.5425,10.5052625,12
d6h7,0.738756667,3.767633333,7.535244444,12.78044444,16.84355556,20.31555556,21.90388889,23.19688889,23.78755556,24.37877778,24.67422222,25.33911111,25.85633333,27.25988889,27.40766667,29.21777778,28.55288889,23.89844444,16.88044444,11.3029,6.094722222,3.6568,2.105455556,0.184688889,0,0,44.08977778,138.5077778,231.6733333,249.0622222,281.1933333,298.7366667,328.2988889,346.7311111,358.7677778,373.6988889,391.4033333,421.5733333,426.9511111,445.3044444,463.3388889,442.2977778,407.26,323.3033333,221.4988889,136.3788889,67.49388889,26.95033333,14.3026,2.836888889,0,0,11
d6h8,0.627946667,3.102766667,6.944255556,12.07855556,16.622,19.83566667,22.01488889,23.15977778,23.86166667,24.93266667,25.15444444,25.56088889,25.96722222,26.11477778,26.41044444,27.99855556,28.22033333,25.30222222,18.57944444,11.96774444,6.759544444,4.358633333,3.102777778,0,0,0,39.83442222,133.176,230.7922222,251.0777778,277.5411111,296.4633333,328.6044444,347.4955556,368.2122222,381.7744444,411.0055556,438.6588889,454.3222222,442.2977778,463.6544444,466.3444444,435.0222222,358.6155556,255.6155556,156.0666667,76.64055556,29.43266667,13.94775556,3.073288889,0,0,10
d6h9,0.3739925,2.41018875,5.5267875,9.5991875,14.087125,17.536125,21.816,23.104375,24.185,24.974375,25.182,25.265375,25.847,26.13825,25.59775,25.763875,27.34275,28.589625,29.2545,25.473125,21.52525,16.164875,9.4745,4.7788,3.4905875,1.49595,37.765875,115.18925,215.13375,236.93625,266.42,283.145,306.25375,339.265,349.72375,372.86125,384.8575,400.3725,416.66875,428.59375,424.5,438.91625,454.2225,460.275,421.78625,343.89375,269.8175,191.73625,111.590375,47.0745,18.218,9.5745,9
d6h10,0.84957,3.582944444,7.461366667,12.85433333,16.99122222,22.56888889,25.11755556,25.33911111,26.41022222,27.74011111,28.07266667,28.14633333,28.70044444,29.69777778,29.99333333,29.99322222,29.84544444,26.22555556,20.50055556,14.11033333,7.8308,3.324388889,2.290122222,0,0,0,38.17975556,131.0956667,225.3733333,243.7711111,277.0355556,297.0644444,338.66,364.5588889,386.2111111,407.8733333,435.4966667,453.5311111,456.0622222,472.04,490.3922222,488.1777778,455.7455556,375.0088889,280.6522222,188.6522222,91.31922222,28.36888889,16.78488889,6.146544444,0,0,8
d6h11,0.591011111,2.955011111,6.611822222,11.52444444,16.21555556,22.56888889,26.22566667,26.92733333,28.14644444,27.66611111,28.81144444,28.70044444,29.10666667,31.21211111,29.21755556,29.84544444,31.21222222,28.18322222,23.01211111,16.58488889,10.49028889,5.023511111,3.2505,1.0712,0,0,28.48705556,113.5888889,219.3488889,241.7533333,277.0355556,291.0422222,349.6288889,379.1844444,403.9177778,425.8455556,448.9422222,475.8377778,473.4644444,497.1177778,504.5911111,512.6844444,488.6533333,410.1722222,311.9322222,224.0122222,130.9873333,49.05444444,20.21266667,10.52003333,0.945622222,0,7
d6h12,1.809955556,5.282077778,9.788533333,14.184,20.61122222,25.04366667,27.22288889,27.14911111,27.88777778,28.77433333,28.03555556,29.03277778,29.47611111,29.58711111,30.36266667,30.76888889,29.06988889,24.08311111,18.06266667,12.07845556,6.0947,3.656822222,2.105444444,0.332444444,0,0,9.574411111,82.87055556,193.4277778,230.2888889,265.0633333,283.7122222,327.15,374.3077778,403.8644444,413.3533333,435.6544444,464.7644444,478.5288889,479.4766667,502.2422222,511.5511111,499.3866667,439.5166667,332.89,243.5188889,167.1555556,77.64344444,26.95022222,15.95738889,5.673766667,0.236411111,6
d6h13,0.997324444,3.546,7.239744444,12.70655556,17.50844444,23.714,27.00122222,27.48144444,29.033,29.51322222,28.84822222,28.95911111,30.14111111,30.54744444,30.99066667,31.24922222,31.47077778,28.33122222,22.31022222,16.54811111,10.41648889,5.208188889,4.469433333,1.440566667,0,0,38.06146667,127.3003333,220.8377778,240.8722222,278.0444444,298.6911111,351.7611111,388.5211111,418.7277778,436.7611111,449.5755556,459.0677778,496.9066667,509.6088889,531.3222222,524.1922222,488.4033333,404.3177778,306.1088889,224.01,131.3493333,47.87233333,18.79422222,8.983444444,1.182033333,0,5
d6h14,0.627945556,3.509066667,7.202811111,11.93077778,17.43466667,23.71388889,27.74011111,28.14644444,28.36811111,29.43933333,30.06711111,30.58422222,31.02766667,30.65811111,30.76888889,31.72933333,31.58166667,28.29422222,22.42122222,16.65877778,10.41644444,5.023511111,3.693766667,1.292833333,0,0,37.4705,120.3338889,220.7222222,240.8722222,269.0977778,296.4833333,352.2188889,395.09,430.75,451.7911111,468.8777778,492.7922222,507.3566667,516.0877778,525.4888889,536.9944444,494.9566667,404.5888889,311.3355556,225.39,135.1917778,53.428,21.74944444,12.76597778,2.009455556,0,4
d6h15,1.108133333,4.137011111,7.756877778,13.03888889,18.13633333,25.00655556,27.70311111,28.70066667,29.47633333,30.17788889,30.54744444,30.17788889,30.73211111,31.10144444,30.84266667,32.13566667,32.13566667,28.70044444,23.19677778,17.32366667,10.93337778,5.540633333,4.100066667,2.031566667,0,0,41.60766667,134.455,227.6433333,243.5177778,279.3044444,303.2011111,355.5688889,401.2677778,434.2288889,450.8411111,476.3133333,503.6366667,506.7077778,512.0366667,528.7288889,534.24,498.5166667,397.8755556,302.0411111,230.0444444,133.3614444,53.19144444,20.68544444,11.34745556,1.654844444,0,3
d6h16,0.554066667,3.693755556,7.128944444,12.92812222,17.13922222,24.23088889,28.44211111,29.51322222,29.80855556,30.87977778,31.80322222,31.84022222,31.76633333,31.87722222,31.58155556,33.133,33.20677778,30.21477778,23.60311111,18.13655556,11.89393333,6.242455556,4.137022222,2.548688889,0.627933333,0,36.40672222,128.4738889,224.4944444,242.7611111,285.2255556,296.5022222,362.73,411.6922222,455.9044444,466.8211111,487.1011111,515.7655556,508.2022222,519.6544444,522.0844444,536.9955556,505.9444444,433.6244444,337.7011111,252.0877778,153.3288889,64.30266667,23.16777778,14.53905556,5.437366667,0.2364,2
d6h17,0.812622222,3.915366667,7.756888889,13.03888889,17.43455556,24.268,29.10666667,29.77166667,30.732,30.95355556,32.28344444,32.65266667,32.13566667,33.059,32.65288889,33.79788889,33.61322222,30.769,25.93,19.87233333,13.002,8.015455556,5.725311111,3.361322222,0.517122222,0,42.90788889,135.8785556,228.1466667,243.0144444,279.6811111,300.9166667,365.1666667,416.5444444,454.7966667,461.9177778,486.0288889,508.4766667,503.7177778,511.4544444,532.2944444,529.5411111,478.5266667,427.6044444,347.5044444,256.8744444,160.5666667,76.96911111,27.18688889,10.87465556,3.782522222,0.1182,1
d6h18,0.110811111,5.152788889,14.16559444,26.15183333,31.41516667,34.09333333,35.25683333,38.28577778,43.25383333,46.87372222,53.72572222,57.45633333,43.01366667,30.93522222,23.3445,22.49494444,21.62694444,18.00707222,19.46611111,19.07822222,22.43938889,23.34461111,23.677,12.54024444,6.353294444,0,65.45733889,224.7066667,284.7833333,395.8672222,495.7766667,532.2138889,555.1455556,579.6177778,551.7772222,385.2233333,202.8772222,48.54494444,9.633511111,13.59328889,15.66193333,21.1585,20.03538889,20.27193333,21.8675,20.03533333,19.97638889,17.02129444,16.48927222,8.096961111,1.063816667,0,0
d7h1,0.470956667,1.745298333,3.601408333,5.208183333,7.729183333,9.973133333,10.83191667,10.7764,10.6935,11.16433333,11.77391667,11.77375,11.496925,11.1365,12.35558333,11.24741667,11.80156667,13.32525,15.92925,19.47516667,22.32866667,18.94891667,10.41634167,2.6318,0.886503333,0,45.12408333,148.1208333,155.3166667,164.5691667,172.5116667,177.7433333,178.21,178.1166667,180.3591667,182.1375,182.7925,181.9491667,182.7916667,186.3408333,189.7058333,190.5466667,195.405,212.9316667,247.4241667,258.8583333,230.0458333,128.976,43.35116667,10.01770833,2.482283333,0,20
d7h2,0.258568889,3.8415,8.052422222,12.41111111,16.10477778,17.65622222,18.83822222,20.50044444,20.61122222,20.20488889,22.56888889,22.38411111,22.16244444,22.38411111,25.89322222,24.60033333,27.51844444,21.904,15.88322222,7.756888889,3.841511111,2.400934444,0.997316667,0.849563333,0,0,53.11822222,199.6011111,240.9955556,245.2833333,273.0044444,284.7222222,289.3833333,297.44,305.4566667,309.56,310.2711111,327.9933333,337.1366667,336.2188889,357.0922222,366.9955556,355.4177778,269.3266667,168.6533333,87.16444444,33.21511111,12.17498889,4.609944444,2.2459,1.773066667,0,19
d7h3,0.036937778,3.176623333,7.165877778,11.85714444,15.92,17.98844444,21.09133333,21.46066667,22.45788889,23.751,24.67422222,24.60044444,24.859,24.63744444,25.30211111,26.11477778,25.59777778,23.93566667,17.61933333,7.867655556,3.8415,2.696444444,0.997341111,0,0,0,34.7518,173.484,234.1955556,230.7922222,267.4588889,279.9355556,291.9055556,303.0233333,313.0622222,322.5188889,335.1533333,366.3855556,376.2888889,376.5944444,381.1633333,399.9688889,372.9822222,314.5866667,207.6166667,110.5542222,41.25288889,14.06605556,6.973955556,2.009466667,0,0,18
d7h4,0.54021125,0.78954125,2.16085,5.6514625,9.1419875,14.21175,17.826875,18.11775,19.696875,20.40325,21.151375,22.3565,23.270625,23.976875,23.270625,25.182125,24.392625,24.642,24.7665,26.802625,26.30425,19.697,13.2975,6.731925,3.4074875,2.534825,12.3671125,82.525375,173.05,224.8875,242.32125,273.7925,280.7375,284.70625,297.0225,304.74625,318.0125,326.24125,334.9825,360.1775,361.8925,377.3175,377.49,380.74625,369.77625,320.6275,243.03125,154.805,79.05375,28.723375,11.037275,4.3882875,17
d7h5,0.54021375,0.9142175,2.9088375,6.3578625,10.5548375,14.46125,17.743875,18.699625,20.278625,22.64725,22.938125,22.813625,23.727875,25.057625,24.475875,25.8885,25.847125,26.262625,26.470375,26.636625,24.808125,19.032,12.13415,5.8176875,3.6568375,2.825725,28.457475,104.474,199.90125,228.9975,251.25,269.39625,283.42875,302.19375,312.52875,321.27125,316.31,324.8725,348.5225,378.1725,384.355,399.525,408.18875,408.135,379.76,311.125,211.19625,133.08,67.952125,24.734125,11.4361375,3.989375,16
d7h6,0.554065556,1.108133333,4.063133333,8.126244444,13.44533333,17.76711111,20.09388889,21.57155556,23.19688889,24.04644444,23.60311111,25.81944444,26.29933333,26.558,27.03833333,27.03844444,28.14633333,27.25988889,22.97522222,15.92033333,8.828111111,4.247811111,2.364011111,1.32978,0,0,34.86985556,122.9431111,220.72,233.5644444,269.4744444,285.9811111,304.9344444,327.8422222,340.3344444,344.7522222,357.5511111,385.4288889,386.9522222,389.8622222,406.09,421.0977778,383.6588889,293.5566667,191.4144444,110.0985556,49.05444444,16.07551111,5.791977778,1.654844444,0,0,15
d7h7,0.775685556,0.77569,1.662198889,5.097377778,9.492933333,15.14455556,17.65611111,19.61388889,21.16522222,22.93833333,23.41833333,24.48966667,25.37611111,26.55811111,27.62922222,28.10933333,27.99877778,27.96177778,27.62944444,21.68233333,14.11011111,7.498377778,4.0262,2.844188889,0.701822222,0,1.536666667,65.36666667,165.4344444,227.3911111,245.5333333,276.2811111,288.5022222,302.5388889,323.2711111,330.2777778,343.8388889,375.8322222,395.1266667,408.9244444,427.1111111,422.2077778,411.5166667,354.35,266.7044444,168.9133333,86.21877778,29.31433333,12.64778889,3.5461,0.3546,0,14
d7h8,0.664875556,0.92345,3.065833333,6.870388889,12.18938889,16.25233333,19.68777778,21.49788889,23.41833333,23.49222222,23.19677778,25.41311111,26.77955556,25.70844444,27.44455556,27.88766667,27.777,28.84833333,24.48955556,18.83833333,13.14974444,5.5037,3.4352,1.846888889,0.517133333,0,16.43033333,95.20844444,197.6522222,224.2411111,261.2833333,273.3788889,298.0733333,318.2433333,332.1066667,329.8211111,341.5522222,383.4488889,395.79,402.1666667,415.72,419.0422222,398.6622222,335.2566667,232.9466667,149.3377778,70.57355556,22.22211111,10.87464444,2.7187,0.354611111,0,13
d7h9,0.738748889,1.25589,4.210888889,8.1632,13.88855556,17.17611111,20.05711111,22.31022222,22.79055556,24.12022222,24.45277778,25.96688889,26.29933333,27.00144444,28.81122222,27.59244444,27.777,28.14655556,23.63988889,16.51122222,9.049688889,4.026188889,2.548688889,1.5514,0.221624444,0,39.95277778,128.3432222,221.3455556,235.2033333,273.3833333,285.3522222,310.3211111,329.8222222,330.7355556,343.5344444,366.9933333,395.5433333,399.6077778,423.7877778,442.9288889,434.7055556,393.5477778,320.1933333,218.3666667,127.0865556,58.27433333,21.15822222,11.11117778,3.309711111,0.472822222,0,12
d7h10,0.849572222,1.477523333,4.247811111,8.237111111,13.70377778,18.43177778,21.01755556,23.41855556,24.96977778,24.45255556,25.44988889,26.96433333,26.595,27.112,28.368,28.25755556,28.40477778,28.70044444,24.89577778,18.06244444,10.78581111,4.875755556,3.250511111,2.511744444,0,0,37.47061111,123.8702222,218.9555556,232.6811111,268.9722222,287.2422222,311.0833333,335.3066667,344.1422222,349.1688889,375.68,402.4,417.1444444,421.7322222,440.8755556,438.0266667,401.8533333,322.2255556,228.9122222,140.1188889,65.60277778,23.877,13.12053333,3.0733,0,0,11
