"V1","V2"
-2.00652761880817,-1.71848704511518
-2.00652761880817,-1.71848704511518
-1.9971334699068,-1.71848704511518
-1.83743300922745,-1.71848704511518
-1.66833839964673,-1.71848704511518
-1.508637841832,-1.71848704511518
-1.4616671414776,-1.71848704511518
-1.40530230105233,-1.71848704511518
-1.35833151239304,-1.71848704511518
-1.30196667196776,-1.71848704511518
-1.25499597161337,-1.71848704511518
-1.17044862267056,-1.71848704511518
-1.04426383605368,-1.71848704511518
-0.945245786701081,-1.71848704511518
-0.767014710744782,-1.71848704511518
-0.667996661392181,-1.6762242575905
-0.549175355388655,-1.63396147006582
-0.420452421059667,-1.63396147006582
-0.291729486730679,-1.59169880967098
-0.212198562490563,-1.50717323462162
-0.112058157871605,-1.42264778670209
-0.0619875140376301,-1.38038499917741
-0.00190309465645714,-1.33812221165273
-0.0119177532526459,-1.29585942412805
-0.0419599629432324,-1.25359676373321
-0.0920297237282169,-1.21133397620853
-0.132086592014992,-1.21133397620853
-0.122071933418803,-1.12680840115917
-0.112058157871605,-1.04228295323964
-0.0920297237282169,-1.08454574076432
-0.102044382324406,-1.08454574076432
-0.102044382324406,-1.00002016571496
-0.0820159481810179,-0.915494717795436
-0.102044382324406,-0.957757378190282
-0.0820159481810179,-0.915494717795436
-0.0619875140376301,-0.788706355221397
-0.0619875140376301,-0.788706355221397
-0.0419599629432324,-0.788706355221397
-0.0319453043470436,-0.704180907301871
-0.0419599629432324,-0.619655332252512
-0.0319453043470436,-0.619655332252512
-0.0319453043470436,-0.577392671857666
-0.0219315287998449,-0.577392671857666
-0.0119177532526459,-0.577392671857666
-0.0119177532526459,-0.535129884332986
-0.0119177532526459,-0.619655332252512
0.00811068089074183,-0.408341648888781
-0.00190309465645714,-0.366078607104435
-0.0119177532526459,-0.408341648888781
0.00811068089074183,-0.239290753049729
0.0381528905813283,-0.197027711265383
0.0381528905813283,-0.11250162769669
0.0581813247247161,-0.154764669481036
0.0681951002719151,-0.154764669481036
0.10825196855869,-0.154764669481036
0.128279519653088,-0.0702398572106769
0.128279519653088,-0.11250162769669
0.138294178249277,0.0565492681423615
0.138294178249277,0.0988110386283747
0.148307953796476,0.183337122197067
0.168336387939864,0.0988110386283747
0.188363939034261,-0.0702398572106769
0.19837859763045,-0.11250162769669
0.19837859763045,-0.11250162769669
0.238434582868236,0.0565492681423615
0.298519002249409,0.0988110386283747
0.28850522670221,0.141074080412721
0.298519002249409,0.0988110386283747
0.268476792558822,0.0988110386283747
0.298519002249409,0.0565492681423615
0.328561211939995,0.0565492681423615
0.358603421630582,0.310124976251773
0.368618080226771,0.0565492681423615
0.368618080226771,0.436914101604811
0.338575870536184,0.225600163981413
0.338575870536184,0.183337122197067
0.37863185577397,0.183337122197067
0.408674065464556,0.183337122197067
0.408674065464556,0.267861934467427
0.398660289917358,0.394651059820465
0.368618080226771,0.394651059820465
0.398660289917358,0.521438913875171
0.37863185577397,0.141074080412721
0.388645631321168,0.0988110386283747
0.438716275155143,0.267861934467427
0.478772260392928,0.310124976251773
0.498800694536316,0.352388018036119
0.538856679774102,0.352388018036119
0.518829128679704,0.479175872090825
0.528842904226903,0.141074080412721
0.54887133837029,0.267861934467427
0.588927323608076,0.352388018036119
0.588927323608076,0.521438913875171
0.538856679774102,0.352388018036119
0.608955757751463,0.521438913875171
0.618969533298662,0.521438913875171
0.608955757751463,0.605964997443863
0.628984191894851,0.648226767929877
0.618969533298662,0.563701955659517
0.662456163862803,0.563701955659517
0.686672899366011,0.310124976251773
0.747212088977061,0.436914101604811
0.662456163862803,0.352388018036119
0.686672899366011,0.521438913875171
0.771427941431279,0.690489809714223
0.783536309182884,0.648226767929877
0.674564531614407,0.563701955659517
0.710888751820229,0.732752851498569
0.783536309182884,0.817278935067261
0.722996236522843,0.605964997443863
0.710888751820229,0.817278935067261
0.698780384068625,0.690489809714223
0.674564531614407,0.605964997443863
0.771427941431279,0.648226767929877
0.819859646339716,0.605964997443863
0.868291351248152,0.648226767929877
0.940939791659797,0.605964997443863
0.856183866545538,0.605964997443863
0.880399718999757,0.563701955659517
0.844075498793934,0.901803747337621
0.856183866545538,0.986329830906313
0.856183866545538,1.11311768496102
0.807752161637102,0.859540705553275
0.868291351248152,0.775015893282915
0.880399718999757,0.521438913875171
1.01358734902245,0.605964997443863
1.17099083149936,0.563701955659517
1.15888246374776,0.817278935067261
1.06201905393089,1.02859160139233
1.04991068617928,1.19764376852971
0.904615571453975,0.901803747337621
1.00147898127085,1.15538072674537
1.11045075883932,1.07085464317667
1.08623490638511,0.901803747337621
1.0741265386335,0.648226767929877
1.08623490638511,1.02859160139233
1.14677497904515,1.02859160139233
1.11045075883932,1.15538072674537
1.15888246374776,0.817278935067261
1.11045075883932,0.732752851498569
1.2073141686562,0.817278935067261
1.29207009377046,0.817278935067261
1.27996172601885,0.859540705553275
1.26785424131624,1.02859160139233
1.30417757847307,1.23990553901572
1.24363838886202,1.28216858080007
1.13466661129354,1.15538072674537
1.19520668395358,1.07085464317667
1.2194225364078,0.944066789121967
1.2073141686562,1.02859160139233
1.25574587356463,1.28216858080007
1.27996172601885,0.859540705553275
1.36471765113311,0.859540705553275
1.37682601888471,1.07085464317667
1.34050179867889,1.19764376852971
1.26785424131624,1.57800860199216
1.24363838886202,1.28216858080007
1.09834239108772,1.36669466436876
1.02569483372507,1.45121947663912
1.06201905393089,1.32443162258442
0.989371496568233,1.28216858080007
1.01358734902245,1.49348251842347
1.00147898127085,1.83158431010157
0.735104604274448,1.45121947663912
0.783536309182884,1.57800860199216
0.662456163862803,1.49348251842347
0.568898889464688,1.57800860199216
0.508814470083515,1.66253341426252
0.358603421630582,1.36669466436876
0.238434582868236,1.49348251842347
0.118265744105889,1.23990553901572
0.0581813247247161,1.45121947663912
-0.122071933418803,1.49348251842347
-0.192171011396165,1.07085464317667
-0.291729486730679,1.19764376852971
-0.529372098737731,1.07085464317667
-0.519470470412269,0.817278935067261
-0.61848763671588,0.944066789121967
-0.747210571044868,0.436914101604811
-0.826425363746545,0.479175872090825
-0.905639273399232,0.267861934467427
-1.00465643970284,0.310124976251773
-1.12347774570637,0.0988110386283747
-1.13287206238705,-0.0279768154263307
-1.27378425175513,-0.0702398572106769
-1.31136081203864,0.0142862263580153
-1.33954323225128,0.0565492681423615
-1.4616671414776,-0.197027711265383
-1.52742621027865,-0.11250162769669
-1.56500277056217,-0.323815565320088
-1.60257933084568,-0.577392671857666
-1.66833839964673,-0.577392671857666
-1.70591495993025,-0.535129884332986
-1.76227980035552,-0.915494717795436
-1.82803886915657,-0.915494717795436
-1.83743300922745,-1.00002016571496
-1.85622128936921,-1.21133397620853
-1.86561542944009,-1.04228295323964
-1.86561542944009,-1.33812221165273
-1.88440370958184,-1.33812221165273
-1.9031919897236,-1.33812221165273
-1.89379784965272,-1.38038499917741
-1.9031919897236,-1.46491044709694
-1.92198030518732,-1.38038499917741
-1.91258612979448,-1.46491044709694
-1.95016274306094,-1.46491044709694
-1.9595568919623,-1.46491044709694
-1.93137445408869,-1.50717323462162
-1.97834518093455,-1.42264778670209
-1.98773932983592,-1.50717323462162
-1.98773932983592,-1.42264778670209
-2.00652761880817,-1.59169880967098
-2.00652761880817,-1.71848704511518
